	HC1	HC2	HC3	HC4	C1	C2	C3	C4	C5	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10
novel_circ_0002136	610.2157292	711.4544161	415.0943396	1163.49656	258.5426811	193.9111887	0	183.2340815	316.2355322	244.6782481	160.4492579	277.0697107	189.5914305	392.6187672	339.2661412	727.0083606	423.6635341	164.4646675	323.6096343
hsa_circ_0005720	1722.962059	1592.302741	1169.811321	1062.322946	947.9898307	0	677.6087939	0	1011.953703	367.0173722	534.8308597	637.2603347	450.2796474	599.2602236	626.3374915	787.5923906	885.841935	1315.71734	0
hsa_circ_0001314	3194.658818	1998.848121	2905.660377	3085.795225	947.9898307	1939.111887	1581.087186	580.2412582	1644.424768	1688.279912	1390.560235	1607.004322	1564.129301	1239.848738	1618.03852	969.3444808	500.6932676	1041.609561	647.2192686
hsa_circ_0019170	502.5306005	745.3331978	1358.490566	708.2152975	2413.065023	452.4594402	1806.956784	580.2412582	1075.20081	1859.554686	1711.458751	2549.041339	1019.053939	950.5506995	2374.862989	848.1764207	2888.615005	0	2172.807545
hsa_circ_0006990	933.2711153	1456.787614	1547.169811	1112.909753	2757.788598	2003.74895	2710.435175	885.6313941	3541.837961	1810.619036	1444.043321	692.6742768	3175.65646	5000.723245	1905.10987	1393.432691	2464.951471	2960.364015	4438.074985
hsa_circ_0000119	143.5801716	372.6665989	188.6792453	607.0416835	689.4471496	969.5559434	677.6087939	0	632.4710644	415.9530218	160.4492579	609.5533636	165.8925017	599.2602236	443.6557232	908.7604507	1116.931135	877.1448934	1525.588276
novel_circ_0003263	287.1603432	169.3939086	301.8867925	202.3472278	0	387.8223774	301.1594639	0	695.7181709	880.8416932	160.4492579	637.2603347	402.8817897	475.2753497	495.8505141	787.5923906	500.6932676	438.5724467	554.7593731
novel_circ_0012342	358.9504289	0	150.9433962	354.1076487	473.9949153	0	0	91.61704077	758.9652773	513.824321	962.6955475	443.3115372	308.0860745	289.298039	600.240096	363.5041803	423.6635341	274.1077792	416.0695298
hsa_circ_0029408	323.0553861	474.3029441	264.1509434	202.3472278	473.9949153	517.0965031	978.7682578	0	632.4710644	856.3738684	588.3139457	554.1394215	450.2796474	309.9621846	1200.480192	727.0083606	577.7230011	493.3940025	1802.967963
hsa_circ_0006639	323.0553861	101.6363452	150.9433962	101.1736139	215.4522342	193.9111887	225.869598	366.4681631	379.4826387	611.6956203	534.8308597	277.0697107	426.5807186	309.9621846	260.9739548	302.9201502	154.059467	877.1448934	184.919791
hsa_circ_0000659	430.7405147	135.5151269	226.4150943	354.1076487	1766.708321	517.0965031	1054.058124	0	1897.413193	513.824321	347.6400588	803.5021611	355.4839321	681.9168061	939.5062373	545.2562704	1078.416269	603.0371142	693.4492164
hsa_circ_0001952	107.6851287	135.5151269	377.3584906	0	646.3567027	193.9111887	301.1594639	397.0071767	379.4826387	415.9530218	267.4154299	277.0697107	189.5914305	227.305602	443.6557232	727.0083606	462.1784009	438.5724467	369.8395821
hsa_circ_0000566	323.0553861	745.3331978	415.0943396	404.6944557	3016.331279	1098.830069	903.4783918	0	1264.942129	880.8416932	882.4709186	1302.22764	118.494644	247.9697477	1330.967169	848.1764207	1232.475736	1480.182008	3328.556239
hsa_circ_0001615	251.2653003	0	113.2075472	252.9340348	430.9044685	0	376.4493299	488.6242174	189.7413193	489.3564962	294.1569729	166.2418264	545.0753626	309.9621846	626.3374915	302.9201502	269.6040672	109.6431117	369.8395821
hsa_circ_0002500	107.6851287	271.0302538	415.0943396	151.7604209	430.9044685	0	527.0290619	0	695.7181709	1027.648642	454.6062308	803.5021611	260.6882169	578.5960779	782.9218644	484.6722404	500.6932676	219.2862233	647.2192686
hsa_circ_0000754	251.2653003	474.3029441	113.2075472	505.8680696	1465.075193	1098.830069	978.7682578	641.3192854	0	611.6956203	267.4154299	277.0697107	497.677505	743.9092431	260.9739548	1332.848661	962.8716685	1809.111343	1710.508067
hsa_circ_0001414	107.6851287	304.9090355	75.47169811	101.1736139	387.8140216	258.5482516	376.4493299	2351.504046	442.7297451	391.485197	641.7970317	332.4836529	165.8925017	123.9848738	443.6557232	363.5041803	385.1486674	548.2155584	600.9893209
hsa_circ_0067985	143.5801716	67.75756344	188.6792453	0	258.5426811	452.4594402	225.869598	0	569.223958	342.5495473	133.7077149	249.3627397	165.8925017	165.3131651	260.9739548	424.0882103	539.2081343	164.4646675	323.6096343
hsa_circ_0009156	215.3702574	169.3939086	188.6792453	0	387.8140216	0	527.0290619	244.3121087	126.4942129	880.8416932	481.3477738	277.0697107	331.7850033	681.9168061	339.2661412	181.7520901	654.7527346	219.2862233	0
hsa_circ_0000698	71.79008579	67.75756344	113.2075472	252.9340348	86.1808937	129.2741258	376.4493299	4306.000916	379.4826387	318.0817225	240.6738869	748.088219	379.1828609	392.6187672	391.4609322	363.5041803	0	109.6431117	416.0695298
hsa_circ_0002928	179.4752145	169.3939086	188.6792453	202.3472278	387.8140216	452.4594402	451.7391959	183.2340815	316.2355322	1125.519941	347.6400588	581.8463926	639.8710778	371.9546215	548.0453051	484.6722404	269.6040672	438.5724467	416.0695298
hsa_circ_0001006	287.1603432	237.151472	264.1509434	0	301.6331279	258.5482516	527.0290619	1618.56772	379.4826387	611.6956203	347.6400588	914.3300454	260.6882169	227.305602	939.5062373	848.1764207	539.2081343	438.5724467	1063.288798
novel_circ_0014172	215.3702574	67.75756344	150.9433962	0	86.1808937	0	677.6087939	0	252.9884258	171.2747737	187.1908009	498.7254793	331.7850033	537.2677867	78.29218644	121.1680601	539.2081343	219.2862233	508.5294254
hsa_circ_0002926	610.2157292	0	905.6603774	0	732.5375964	1357.378321	1656.377052	549.7022446	505.9768516	1345.730365	695.2801177	858.9161033	1658.925017	785.2375344	1487.551542	1575.184781	654.7527346	1918.754454	0
hsa_circ_0001573	251.2653003	0	188.6792453	0	301.6331279	0	602.3189279	335.9291495	252.9884258	391.485197	160.4492579	637.2603347	260.6882169	268.6338933	182.6817684	181.7520901	500.6932676	328.929335	693.4492164
hsa_circ_0029703	0	135.5151269	188.6792453	0	387.8140216	0	0	61.07802718	126.4942129	538.2921458	267.4154299	221.6557686	236.9892881	103.3207282	652.434887	121.1680601	154.059467	109.6431117	323.6096343
hsa_circ_0006681	71.79008579	135.5151269	75.47169811	0	301.6331279	193.9111887	301.1594639	458.0852038	0	73.40347443	0	138.5348554	284.3871457	103.3207282	182.6817684	605.8403005	231.0892004	548.2155584	369.8395821
hsa_circ_0008205	323.0553861	474.3029441	377.3584906	202.3472278	1982.160555	1551.289509	0	427.5461903	3099.108216	611.6956203	534.8308597	914.3300454	71.09678643	475.2753497	782.9218644	3150.369563	2734.555538	2247.683789	785.9091119
hsa_circ_0000110	825.5859866	914.7271064	1924.528302	1315.256981	7325.375964	8596.729365	15585.00226	1129.943503	11510.97337	1052.116467	748.7632036	1163.692785	947.9571523	826.5658256	991.7010282	12662.06228	12594.36142	4605.01069	6842.032269
hsa_circ_0000419	251.2653003	0	415.0943396	202.3472278	0	0	1656.377052	488.6242174	885.4594902	758.5025691	240.6738869	969.7439876	0	971.2148451	887.3114463	1454.016721	1116.931135	438.5724467	693.4492164
hsa_circ_0020028	179.4752145	0	226.4150943	151.7604209	301.6331279	646.3706289	0	1771.262788	1138.447916	220.2104233	160.4492579	304.7766818	94.79571523	330.6263303	339.2661412	302.9201502	1425.050069	438.5724467	1063.288798
hsa_circ_0001495	179.4752145	169.3939086	188.6792453	0	172.3617874	0	527.0290619	885.6313941	252.9884258	758.5025691	668.5385747	471.0185083	142.1935729	206.6414564	313.1687458	605.8403005	962.8716685	109.6431117	970.828903
hsa_circ_0000075	0	67.75756344	113.2075472	0	172.3617874	129.2741258	0	183.2340815	316.2355322	195.7425985	160.4492579	55.41394215	142.1935729	247.9697477	52.19479096	121.1680601	231.0892004	274.1077792	277.3796866
hsa_circ_0005540	179.4752145	101.6363452	0	0	473.9949153	258.5482516	752.8986598	274.8511223	695.7181709	318.0817225	320.8985158	166.2418264	284.3871457	103.3207282	78.29218644	787.5923906	0	712.6802259	323.6096343
hsa_circ_0001696	0	237.151472	188.6792453	202.3472278	991.0802775	581.733566	527.0290619	1771.262788	695.7181709	807.4382187	534.8308597	831.2091322	236.9892881	185.9773108	443.6557232	605.8403005	808.8122015	548.2155584	1248.20859
novel_circ_0002225	0	169.3939086	0	0	0	0	0	0	316.2355322	195.7425985	106.9661719	304.7766818	189.5914305	144.6490195	417.5583277	121.1680601	192.5743337	0	231.1497388
hsa_circ_0007940	0	67.75756344	0	151.7604209	258.5426811	129.2741258	150.579732	122.1560544	189.7413193	513.824321	187.1908009	415.6045661	94.79571523	0	104.3895819	121.1680601	154.059467	383.7508909	138.6898433
hsa_circ_0004662	0	304.9090355	0	0	732.5375964	0	677.6087939	305.3901359	1011.953703	415.9530218	80.22462896	110.8278843	213.2903593	61.99243692	78.29218644	727.0083606	0	603.0371142	1479.358328
hsa_circ_0005362	71.79008579	67.75756344	75.47169811	0	517.0853622	323.1853145	0	122.1560544	379.4826387	97.87129924	0	138.5348554	94.79571523	61.99243692	0	484.6722404	500.6932676	877.1448934	184.919791
hsa_circ_0008381	717.9008579	0	490.5660377	455.2812626	3231.783514	2262.297201	1882.24665	855.0923805	3035.861109	1345.730365	668.5385747	720.3812479	450.2796474	888.5582626	861.2140508	0	4044.061008	3837.508909	4206.925246
novel_circ_0002156	0	135.5151269	188.6792453	0	301.6331279	258.5482516	602.3189279	0	189.7413193	367.0173722	267.4154299	110.8278843	236.9892881	330.6263303	208.7791638	484.6722404	308.1189339	438.5724467	970.828903
hsa_circ_0042802	107.6851287	135.5151269	0	0	430.9044685	969.5559434	301.1594639	152.6950679	126.4942129	415.9530218	481.3477738	110.8278843	189.5914305	413.2829128	260.9739548	605.8403005	0	274.1077792	231.1497388
hsa_circ_0039158	215.3702574	67.75756344	0	0	517.0853622	452.4594402	301.1594639	91.61704077	0	318.0817225	401.1231448	526.4324504	94.79571523	82.65658256	339.2661412	424.0882103	1039.901402	219.2862233	0
hsa_circ_0068372	71.79008579	67.75756344	0	0	0	129.2741258	150.579732	0	316.2355322	73.40347443	160.4492579	83.12091322	0	82.65658256	287.0713503	605.8403005	231.0892004	274.1077792	92.45989552
novel_circ_0011221	71.79008579	101.6363452	0	0	86.1808937	0	0	0	316.2355322	0	240.6738869	332.4836529	379.1828609	123.9848738	260.9739548	181.7520901	154.059467	438.5724467	0
novel_circ_0000393	0	101.6363452	150.9433962	0	344.7235748	1228.104195	0	671.858299	0	293.6138977	187.1908009	110.8278843	142.1935729	185.9773108	130.4869774	1090.512541	616.2378678	0	462.2994776
hsa_circ_0005505	933.2711153	1185.75736	1207.54717	556.4548766	7454.647305	3555.038459	0	1496.411666	5692.23958	4869.097137	3369.434416	2216.557686	1256.043227	1901.101399	3966.804113	5452.562704	6200.893545	8168.41182	9477.139291
novel_circ_0011331	107.6851287	0	0	0	301.6331279	0	301.1594639	183.2340815	0	146.8069489	267.4154299	249.3627397	94.79571523	61.99243692	208.7791638	0	154.059467	109.6431117	92.45989552
novel_circ_0001304	107.6851287	0	75.47169811	0	215.4522342	129.2741258	0	0	0	171.2747737	454.6062308	138.5348554	142.1935729	454.6112041	495.8505141	0	308.1189339	0	138.6898433
hsa_circ_0000705	107.6851287	0	0	0	0	323.1853145	301.1594639	61.07802718	379.4826387	97.87129924	133.7077149	0	71.09678643	61.99243692	130.4869774	121.1680601	231.0892004	219.2862233	462.2994776
hsa_circ_0001187	358.9504289	338.7878172	339.6226415	404.6944557	3533.416642	0	978.7682578	152.6950679	3921.3206	440.4208466	187.1908009	277.0697107	94.79571523	413.2829128	287.0713503	3816.793893	5276.536743	5591.798695	2172.807545
novel_circ_0011309	0	101.6363452	113.2075472	0	129.2713405	193.9111887	225.869598	0	0	318.0817225	80.22462896	415.6045661	236.9892881	619.9243692	182.6817684	181.7520901	385.1486674	0	508.5294254
hsa_circ_0008703	107.6851287	0	113.2075472	0	646.3567027	258.5482516	677.6087939	0	379.4826387	367.0173722	454.6062308	277.0697107	308.0860745	247.9697477	313.1687458	363.5041803	192.5743337	438.5724467	92.45989552
hsa_circ_0000896	0	101.6363452	0	0	0	129.2741258	0	855.0923805	0	171.2747737	53.48308597	110.8278843	71.09678643	82.65658256	78.29218644	121.1680601	577.7230011	219.2862233	92.45989552
hsa_circ_0069101	179.4752145	0	0	0	215.4522342	0	225.869598	0	189.7413193	513.824321	240.6738869	138.5348554	308.0860745	392.6187672	260.9739548	0	231.0892004	438.5724467	138.6898433
hsa_circ_0001512	0	203.2726903	0	0	473.9949153	193.9111887	150.579732	274.8511223	379.4826387	342.5495473	160.4492579	332.4836529	189.5914305	123.9848738	104.3895819	727.0083606	231.0892004	931.9664492	277.3796866
hsa_circ_0009035	0	0	150.9433962	0	86.1808937	193.9111887	225.869598	152.6950679	0	244.6782481	240.6738869	0	94.79571523	227.305602	78.29218644	242.3361202	346.6338006	0	693.4492164
novel_circ_0006943	0	203.2726903	0	0	258.5426811	193.9111887	376.4493299	0	252.9884258	440.4208466	427.8646878	360.190624	355.4839321	557.9319323	182.6817684	0	0	493.3940025	462.2994776
hsa_circ_0075854	0	0	113.2075472	0	86.1808937	129.2741258	0	183.2340815	126.4942129	195.7425985	0	83.12091322	0	82.65658256	78.29218644	302.9201502	192.5743337	109.6431117	693.4492164
hsa_circ_0003700	71.79008579	0	301.8867925	0	991.0802775	1163.467132	0	213.7730951	822.2123838	73.40347443	53.48308597	277.0697107	142.1935729	123.9848738	0	363.5041803	1771.68387	1863.932898	554.7593731
hsa_circ_0004161	0	101.6363452	75.47169811	252.9340348	1766.708321	452.4594402	1355.217588	152.6950679	695.7181709	489.3564962	347.6400588	277.0697107	473.9785762	268.6338933	339.2661412	302.9201502	654.7527346	822.3233375	2172.807545
hsa_circ_0006620	0	0	150.9433962	0	517.0853622	258.5482516	0	122.1560544	316.2355322	220.2104233	53.48308597	221.6557686	236.9892881	185.9773108	78.29218644	121.1680601	423.6635341	493.3940025	231.1497388
hsa_circ_0000692	179.4752145	0	0	0	1077.261171	711.0076918	225.869598	0	189.7413193	0	240.6738869	138.5348554	0	185.9773108	130.4869774	363.5041803	808.8122015	931.9664492	138.6898433
novel_circ_0006168	0	0	113.2075472	0	301.6331279	0	301.1594639	91.61704077	0	244.6782481	267.4154299	277.0697107	118.494644	0	182.6817684	363.5041803	231.0892004	0	92.45989552
hsa_circ_0054144	0	0	113.2075472	0	301.6331279	258.5482516	150.579732	458.0852038	0	48.93564962	106.9661719	55.41394215	0	61.99243692	78.29218644	0	500.6932676	219.2862233	693.4492164
hsa_circ_0017438	107.6851287	0	0	0	732.5375964	323.1853145	225.869598	244.3121087	126.4942129	146.8069489	0	138.5348554	0	103.3207282	182.6817684	424.0882103	269.6040672	493.3940025	184.919791
hsa_circ_0000523	0	0	226.4150943	0	0	193.9111887	0	1038.326462	0	513.824321	267.4154299	304.7766818	236.9892881	61.99243692	130.4869774	0	500.6932676	0	1571.818224
hsa_circ_0001240	179.4752145	0	0	0	1077.261171	258.5482516	225.869598	61.07802718	885.4594902	171.2747737	213.9323439	193.9487975	0	61.99243692	0	727.0083606	1155.446002	0	739.6791642
hsa_circ_0027491	71.79008579	0	0	0	86.1808937	193.9111887	0	183.2340815	0	269.1460729	187.1908009	166.2418264	47.39785762	144.6490195	78.29218644	0	192.5743337	0	231.1497388
hsa_circ_0005202	0	0	0	151.7604209	258.5426811	129.2741258	0	0	0	342.5495473	534.8308597	83.12091322	331.7850033	165.3131651	365.3635367	0	77.02973348	219.2862233	0
hsa_circ_0001072	0	101.6363452	0	0	473.9949153	193.9111887	225.869598	1313.177584	316.2355322	122.3391241	0	83.12091322	0	103.3207282	182.6817684	666.4243305	577.7230011	328.929335	0
novel_circ_0001915	107.6851287	0	75.47169811	0	129.2713405	0	376.4493299	0	316.2355322	440.4208466	294.1569729	332.4836529	853.1614371	495.9394954	130.4869774	0	0	109.6431117	462.2994776
hsa_circ_0005398	71.79008579	0	0	0	172.3617874	0	376.4493299	0	0	244.6782481	0	83.12091322	118.494644	185.9773108	104.3895819	0	269.6040672	0	369.8395821
hsa_circ_0002274	0	0	113.2075472	0	603.2662559	323.1853145	0	335.9291495	569.223958	48.93564962	187.1908009	0	0	206.6414564	0	302.9201502	539.2081343	328.929335	369.8395821
hsa_circ_0007332	0	0	113.2075472	0	86.1808937	193.9111887	0	122.1560544	0	293.6138977	320.8985158	110.8278843	0	61.99243692	208.7791638	242.3361202	423.6635341	164.4646675	231.1497388
novel_circ_0001753	107.6851287	0	0	0	258.5426811	0	0	0	0	97.87129924	80.22462896	526.4324504	94.79571523	0	365.3635367	121.1680601	693.2676013	164.4646675	0
hsa_circ_0000311	0	101.6363452	0	0	387.8140216	323.1853145	150.579732	397.0071767	632.4710644	0	53.48308597	138.5348554	0	61.99243692	52.19479096	302.9201502	577.7230011	383.7508909	785.9091119
hsa_circ_0006798	0	0	113.2075472	0	775.6280433	323.1853145	301.1594639	91.61704077	379.4826387	195.7425985	0	110.8278843	118.494644	123.9848738	104.3895819	302.9201502	423.6635341	383.7508909	554.7593731
hsa_circ_0000337	0	101.6363452	0	0	387.8140216	129.2741258	0	122.1560544	126.4942129	146.8069489	0	0	94.79571523	0	0	484.6722404	1078.416269	219.2862233	369.8395821
hsa_circ_0005571	107.6851287	0	0	0	258.5426811	0	150.579732	152.6950679	0	122.3391241	187.1908009	498.7254793	213.2903593	0	0	605.8403005	154.059467	328.929335	462.2994776
hsa_circ_0001487	0	0	0	101.1736139	172.3617874	258.5482516	225.869598	488.6242174	0	269.1460729	187.1908009	55.41394215	189.5914305	185.9773108	234.8765593	121.1680601	192.5743337	0	277.3796866
hsa_circ_0007271	71.79008579	0	0	0	86.1808937	0	0	152.6950679	0	269.1460729	213.9323439	55.41394215	142.1935729	103.3207282	78.29218644	181.7520901	308.1189339	219.2862233	277.3796866
hsa_circ_0005253	0	0	0	0	0	0	0	366.4681631	0	48.93564962	187.1908009	83.12091322	47.39785762	41.32829128	130.4869774	0	115.5446002	0	0
hsa_circ_0001910	143.5801716	0	0	0	473.9949153	387.8223774	225.869598	91.61704077	252.9884258	293.6138977	0	0	236.9892881	0	130.4869774	545.2562704	231.0892004	2028.397566	323.6096343
hsa_circ_0061854	0	0	0	0	0	0	0	0	0	171.2747737	0	83.12091322	118.494644	103.3207282	0	0	77.02973348	164.4646675	0
hsa_circ_0037048	0	0	0	0	0	0	0	61.07802718	0	146.8069489	0	138.5348554	47.39785762	61.99243692	0	181.7520901	192.5743337	0	0
novel_circ_0007699	0	0	0	0	129.2713405	0	0	0	0	73.40347443	80.22462896	166.2418264	165.8925017	144.6490195	78.29218644	0	0	0	0
hsa_circ_0004752	0	0	0	0	0	0	0	183.2340815	189.7413193	73.40347443	106.9661719	193.9487975	0	41.32829128	0	121.1680601	115.5446002	0	138.6898433
hsa_circ_0035923	0	0	0	0	0	0	150.579732	0	0	122.3391241	0	221.6557686	47.39785762	0	78.29218644	0	115.5446002	0	184.919791
hsa_circ_0004451	0	0	0	0	0	193.9111887	0	91.61704077	0	73.40347443	0	83.12091322	94.79571523	103.3207282	182.6817684	0	77.02973348	0	138.6898433
novel_circ_0002749	0	0	0	0	172.3617874	0	0	61.07802718	0	73.40347443	160.4492579	83.12091322	71.09678643	123.9848738	78.29218644	0	0	0	184.919791
hsa_circ_0002004	0	0	0	101.1736139	258.5426811	387.8223774	376.4493299	183.2340815	442.7297451	195.7425985	213.9323439	166.2418264	165.8925017	0	130.4869774	424.0882103	308.1189339	548.2155584	92.45989552
novel_circ_0004089	0	0	0	0	0	0	150.579732	91.61704077	0	171.2747737	53.48308597	55.41394215	94.79571523	0	130.4869774	0	77.02973348	109.6431117	92.45989552
hsa_circ_0003991	0	0	0	0	0	0	0	0	0	391.485197	133.7077149	55.41394215	0	82.65658256	52.19479096	0	0	109.6431117	0
hsa_circ_0056285	0	0	0	0	0	193.9111887	0	122.1560544	379.4826387	48.93564962	0	83.12091322	0	61.99243692	0	181.7520901	346.6338006	0	92.45989552
novel_circ_0011308	0	0	0	0	0	0	0	0	0	0	53.48308597	0	47.39785762	144.6490195	130.4869774	181.7520901	0	0	277.3796866
hsa_circ_0031835	0	0	0	0	0	0	0	0	0	122.3391241	0	83.12091322	0	123.9848738	208.7791638	181.7520901	0	0	138.6898433
hsa_circ_0005927	0	0	0	0	215.4522342	0	0	397.0071767	0	195.7425985	160.4492579	0	47.39785762	61.99243692	78.29218644	121.1680601	154.059467	0	0
hsa_circ_0003429	0	0	0	0	0	0	0	0	0	97.87129924	267.4154299	110.8278843	47.39785762	123.9848738	52.19479096	121.1680601	0	0	0
hsa_circ_0003073	0	0	0	0	0	0	0	152.6950679	126.4942129	171.2747737	0	0	47.39785762	61.99243692	78.29218644	0	115.5446002	164.4646675	184.919791
hsa_circ_0058213	0	0	0	0	258.5426811	129.2741258	0	0	0	97.87129924	0	166.2418264	0	82.65658256	0	181.7520901	0	164.4646675	184.919791
hsa_circ_0020304	0	0	0	0	0	387.8223774	0	91.61704077	189.7413193	146.8069489	0	83.12091322	0	0	0	242.3361202	115.5446002	164.4646675	138.6898433
hsa_circ_0001508	0	67.75756344	0	0	215.4522342	193.9111887	225.869598	152.6950679	0	171.2747737	133.7077149	249.3627397	0	41.32829128	78.29218644	181.7520901	731.782468	383.7508909	323.6096343
hsa_circ_0051680	0	0	0	0	0	129.2741258	150.579732	0	189.7413193	122.3391241	0	55.41394215	71.09678643	0	0	181.7520901	115.5446002	109.6431117	231.1497388
novel_circ_0004101	0	0	0	0	0	0	0	0	252.9884258	0	0	0	71.09678643	82.65658256	234.8765593	242.3361202	77.02973348	0	184.919791
hsa_circ_0004197	0	0	0	0	0	0	225.869598	0	126.4942129	220.2104233	80.22462896	55.41394215	47.39785762	61.99243692	52.19479096	0	0	219.2862233	138.6898433
hsa_circ_0054853	0	0	0	0	86.1808937	0	0	335.9291495	0	73.40347443	80.22462896	55.41394215	0	61.99243692	0	0	154.059467	0	462.2994776
hsa_circ_0004868	0	0	75.47169811	0	818.7184901	452.4594402	225.869598	0	252.9884258	122.3391241	187.1908009	193.9487975	165.8925017	82.65658256	208.7791638	363.5041803	616.2378678	274.1077792	138.6898433
hsa_circ_0067528	0	0	0	0	86.1808937	0	0	0	0	269.1460729	106.9661719	166.2418264	71.09678643	0	182.6817684	0	0	0	92.45989552
novel_circ_0010110	0	0	0	0	86.1808937	323.1853145	0	0	0	122.3391241	160.4492579	83.12091322	71.09678643	61.99243692	130.4869774	302.9201502	0	0	0
hsa_circ_0003209	0	0	0	0	0	0	0	0	0	97.87129924	106.9661719	0	0	82.65658256	52.19479096	0	77.02973348	0	508.5294254
hsa_circ_0006519	0	0	0	0	0	0	0	0	0	171.2747737	0	0	0	330.6263303	52.19479096	0	0	164.4646675	184.919791
hsa_circ_0003151	0	0	0	0	0	0	0	122.1560544	0	97.87129924	213.9323439	0	47.39785762	185.9773108	0	0	154.059467	0	184.919791
hsa_circ_0007167	0	0	0	0	86.1808937	0	376.4493299	152.6950679	189.7413193	73.40347443	80.22462896	166.2418264	0	41.32829128	52.19479096	0	269.6040672	0	231.1497388
hsa_circ_0002569	0	0	0	0	172.3617874	193.9111887	0	152.6950679	0	48.93564962	0	0	0	82.65658256	0	121.1680601	231.0892004	219.2862233	231.1497388
novel_circ_0015006	0	0	0	0	129.2713405	193.9111887	225.869598	183.2340815	252.9884258	0	0	55.41394215	71.09678643	165.3131651	0	121.1680601	308.1189339	0	184.919791
novel_circ_0011075	0	0	0	0	172.3617874	193.9111887	150.579732	0	316.2355322	73.40347443	0	83.12091322	0	144.6490195	0	242.3361202	192.5743337	109.6431117	138.6898433
hsa_circ_0002494	71.79008579	0	0	0	0	0	376.4493299	0	316.2355322	146.8069489	588.3139457	110.8278843	0	144.6490195	469.7531186	727.0083606	231.0892004	219.2862233	92.45989552
novel_circ_0009035	0	0	0	0	0	0	150.579732	0	0	146.8069489	106.9661719	249.3627397	94.79571523	82.65658256	0	0	154.059467	0	92.45989552
hsa_circ_0015027	0	0	0	0	0	129.2741258	0	0	0	97.87129924	0	0	94.79571523	0	339.2661412	242.3361202	0	219.2862233	0
novel_circ_0001715	0	0	0	0	86.1808937	0	301.1594639	0	0	195.7425985	0	0	71.09678643	61.99243692	156.5843729	0	154.059467	219.2862233	92.45989552
hsa_circ_0002338	0	0	0	0	172.3617874	323.1853145	0	91.61704077	252.9884258	97.87129924	160.4492579	110.8278843	0	165.3131651	156.5843729	181.7520901	0	0	138.6898433
hsa_circ_0067991	0	0	0	0	129.2713405	0	0	0	0	97.87129924	0	193.9487975	71.09678643	0	52.19479096	121.1680601	308.1189339	0	138.6898433
novel_circ_0014156	0	0	0	0	0	0	0	0	0	146.8069489	160.4492579	83.12091322	0	0	313.1687458	0	115.5446002	0	184.919791
novel_circ_0005700	0	0	0	0	0	0	0	0	0	489.3564962	160.4492579	0	47.39785762	0	0	181.7520901	0	0	184.919791
novel_circ_0007266	0	0	0	0	344.7235748	193.9111887	0	0	189.7413193	0	133.7077149	277.0697107	0	0	52.19479096	181.7520901	269.6040672	0	92.45989552
novel_circ_0000503	0	0	0	0	258.5426811	0	451.7391959	0	189.7413193	146.8069489	0	83.12091322	0	165.3131651	52.19479096	0	154.059467	164.4646675	231.1497388
novel_circ_0008758	0	0	0	0	0	0	0	0	126.4942129	171.2747737	133.7077149	83.12091322	142.1935729	413.2829128	0	0	0	0	0
hsa_circ_0008866	0	0	0	0	0	0	0	274.8511223	0	122.3391241	267.4154299	0	118.494644	123.9848738	0	302.9201502	77.02973348	0	0
novel_circ_0014181	0	0	0	0	86.1808937	0	0	0	0	171.2747737	0	83.12091322	0	0	78.29218644	0	346.6338006	0	323.6096343
novel_circ_0008882	71.79008579	0	0	0	517.0853622	129.2741258	0	0	189.7413193	318.0817225	106.9661719	166.2418264	0	185.9773108	130.4869774	0	577.7230011	0	1294.438537
novel_circ_0013063	0	0	0	0	0	0	376.4493299	0	252.9884258	122.3391241	347.6400588	0	165.8925017	0	0	0	0	109.6431117	231.1497388
novel_circ_0006215	0	0	0	0	0	387.8223774	150.579732	0	0	0	0	0	0	82.65658256	0	242.3361202	231.0892004	164.4646675	323.6096343
hsa_circ_0007797	0	0	0	0	172.3617874	0	0	122.1560544	0	0	133.7077149	193.9487975	47.39785762	61.99243692	0	181.7520901	231.0892004	164.4646675	0
hsa_circ_0007682	0	0	0	0	172.3617874	193.9111887	150.579732	0	0	146.8069489	133.7077149	110.8278843	0	82.65658256	104.3895819	302.9201502	0	219.2862233	0
hsa_circ_0001083	0	0	0	0	0	0	225.869598	824.5533669	0	73.40347443	53.48308597	83.12091322	0	123.9848738	208.7791638	0	308.1189339	164.4646675	0
hsa_circ_0002041	0	0	0	0	0	0	0	763.4753397	0	0	133.7077149	83.12091322	0	41.32829128	0	0	192.5743337	0	600.9893209
novel_circ_0014388	0	0	0	0	0	0	0	0	316.2355322	0	160.4492579	83.12091322	71.09678643	0	0	484.6722404	0	328.929335	0
hsa_circ_0006012	0	0	0	0	0	0	0	0	0	269.1460729	0	0	0	268.6338933	0	302.9201502	115.5446002	0	184.919791
hsa_circ_0005361	0	0	0	0	0	0	376.4493299	91.61704077	0	146.8069489	53.48308597	221.6557686	0	0	104.3895819	121.1680601	308.1189339	0	138.6898433
hsa_circ_0004313	0	0	0	0	0	129.2741258	0	0	252.9884258	48.93564962	106.9661719	83.12091322	47.39785762	123.9848738	104.3895819	0	77.02973348	383.7508909	92.45989552
hsa_circ_0008078	0	0	0	0	215.4522342	0	0	0	0	0	374.3816018	0	213.2903593	0	78.29218644	121.1680601	231.0892004	0	0
